filepath,collection,object_name,mark_type,year_range,year_start,image_type,image_index,group_id,cloudinary_ref
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9649_sterling mark_dimensions.jpg","Fake","GHAC 9649","sterling mark","","","dimensions","1","fake-ghac-9649-sterling-mark-unknown","hallmarks/fake-ghac-9649-sterling-mark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9650 Britannia standard mark.jpg","Fake","GHAC 9650","britannia standard mark","","","primary","0","fake-ghac-9650-britannia-standard-mark-unknown","hallmarks/fake-ghac-9650-britannia-standard-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9650_Britannia hallmark_dimensions.jpg","Fake","GHAC 9650","britannia hallmark","","","dimensions","0","fake-ghac-9650-britannia-hallmark-unknown","hallmarks/fake-ghac-9650-britannia-hallmark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9650_Britannia standard mark_dimensions.jpg","Fake","GHAC 9650","britannia standard mark","","","dimensions","1","fake-ghac-9650-britannia-standard-mark-unknown","hallmarks/fake-ghac-9650-britannia-standard-mark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9650_date letter 1730_dimensions.jpg","Fake","GHAC 9650","date letter","1730","1730","dimensions","0","fake-ghac-9650-date-letter-1730","hallmarks/fake-ghac-9650-date-letter-1730-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9651_Britannia standard mark.jpg","Fake","GHAC 9651","britannia standard mark","","","primary","0","fake-ghac-9651-britannia-standard-mark-unknown","hallmarks/fake-ghac-9651-britannia-standard-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9651_sponsor mark.jpg","Fake","GHAC 9651","sponsor mark","","","primary","0","fake-ghac-9651-sponsor-mark-unknown","hallmarks/fake-ghac-9651-sponsor-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9652_sponsor mark dimensions.jpg","Fake","GHAC 9652","sponsor mark","","","dimensions","1","fake-ghac-9652-sponsor-mark-unknown","hallmarks/fake-ghac-9652-sponsor-mark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9652_sponsor mark.jpg","Fake","GHAC 9652","sponsor mark","","","primary","0","fake-ghac-9652-sponsor-mark-unknown","hallmarks/fake-ghac-9652-sponsor-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9652_sterling mark.jpg","Fake","GHAC 9652","sterling mark","","","primary","0","fake-ghac-9652-sterling-mark-unknown","hallmarks/fake-ghac-9652-sterling-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC 9652_sterling mark_dimensions.jpg","Fake","GHAC 9652","sterling mark","","","dimensions","1","fake-ghac-9652-sterling-mark-unknown","hallmarks/fake-ghac-9652-sterling-mark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC_9649_sponsor mark.jpg","Fake","GHAC 9649","sponsor mark","","","primary","0","fake-ghac-9649-sponsor-mark-unknown","hallmarks/fake-ghac-9649-sponsor-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC_9651_Britannia hallmark.jpg","Fake","GHAC 9651","britannia hallmark","","","primary","0","fake-ghac-9651-britannia-hallmark-unknown","hallmarks/fake-ghac-9651-britannia-hallmark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC_9651_Britannia hallmark_dimensions.jpg","Fake","GHAC 9651","britannia hallmark","","","dimensions","1","fake-ghac-9651-britannia-hallmark-unknown","hallmarks/fake-ghac-9651-britannia-hallmark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC_9651_date letter H.jpg","Fake","GHAC 9651","date letter","","","primary","0","fake-ghac-9651-date-letter-unknown","hallmarks/fake-ghac-9651-date-letter-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fake/GHAC_9651_date letter H_dimensions.jpg","Fake","GHAC 9651","date letter","","","dimensions","1","fake-ghac-9651-date-letter-unknown","hallmarks/fake-ghac-9651-date-letter-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/De Lamerie cup_sterling sponsor mark_1737-38.jpg","Fishmongers' Company plate","De Lamerie cup","sterling sponsor mark","1737-38","1737","primary","0","fishmongers-company-plate-de-lamerie-cup-sterling-sponsor-mark-1737","hallmarks/fishmongers-company-plate-de-lamerie-cup-sterling-sponsor-mark-1737-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/De Lamerie cup_sterling sponsor mark_1737-38_dimensions.jpg","Fishmongers' Company plate","De Lamerie cup","sterling sponsor mark","1737-38","1737","dimensions","1","fishmongers-company-plate-de-lamerie-cup-sterling-sponsor-mark-1737","hallmarks/fishmongers-company-plate-de-lamerie-cup-sterling-sponsor-mark-1737-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/De Lamerie cup_sterling_date letter 1737-38.jpg","Fishmongers' Company plate","De Lamerie cup sterling","date letter","1737-38","1737","primary","0","fishmongers-company-plate-de-lamerie-cup-sterling-date-letter-1737","hallmarks/fishmongers-company-plate-de-lamerie-cup-sterling-date-letter-1737-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/De Lamerie cup_sterling_hallmark 1737-38.jpg","Fishmongers' Company plate","De Lamerie cup sterling","hallmark","1737-38","1737","primary","0","fishmongers-company-plate-de-lamerie-cup-sterling-hallmark-1737","hallmarks/fishmongers-company-plate-de-lamerie-cup-sterling-hallmark-1737-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tankard_sponsor IC_hallmark 1681-82.jpg","Fishmongers' Company plate","Tankard","sponsor mark","1681-82","1681","primary","0","fishmongers-company-plate-tankard-sponsor-mark-1681","hallmarks/fishmongers-company-plate-tankard-sponsor-mark-1681-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tankard_sponsor IC_hallmark 1681-82_dimensions.jpg","Fishmongers' Company plate","Tankard","sponsor mark","1681-82","1681","dimensions","1","fishmongers-company-plate-tankard-sponsor-mark-1681","hallmarks/fishmongers-company-plate-tankard-sponsor-mark-1681-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tankard_sponsor RH_date letter 1669-70.jpg","Fishmongers' Company plate","Tankard","sponsor mark","1669-70","1669","primary","0","fishmongers-company-plate-tankard-sponsor-mark-1669","hallmarks/fishmongers-company-plate-tankard-sponsor-mark-1669-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tankard_sponsor RH_date letter 1669-70_dimensions.jpg","Fishmongers' Company plate","Tankard","sponsor mark","1669-70","1669","dimensions","2","fishmongers-company-plate-tankard-sponsor-mark-1669","hallmarks/fishmongers-company-plate-tankard-sponsor-mark-1669-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tankard_sponsor RH_hallmark 1669-70.jpg","Fishmongers' Company plate","Tankard","sponsor mark","1669-70","1669","primary","1","fishmongers-company-plate-tankard-sponsor-mark-1669","hallmarks/fishmongers-company-plate-tankard-sponsor-mark-1669-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tureen_sponsor PP_hallmark 1805-06.jpg","Fishmongers' Company plate","Tureen","sponsor mark","1805-06","1805","primary","0","fishmongers-company-plate-tureen-sponsor-mark-1805","hallmarks/fishmongers-company-plate-tureen-sponsor-mark-1805-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tyrone cup_date letter 1747-48_dimensions.jpg","Fishmongers' Company plate","Tyrone cup","date letter","1747-48","1747","dimensions","0","fishmongers-company-plate-tyrone-cup-date-letter-1747","hallmarks/fishmongers-company-plate-tyrone-cup-date-letter-1747-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tyrone cup_hallmark_dimensions_1747-48.jpg","Fishmongers' Company plate","Tyrone cup","hallmark","1747-48","1747","primary","0","fishmongers-company-plate-tyrone-cup-hallmark-1747","hallmarks/fishmongers-company-plate-tyrone-cup-hallmark-1747-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Tyrone cup_lid rim_date letter 1747-48.jpg","Fishmongers' Company plate","Tyrone cup lid rim","date letter","1747-48","1747","primary","0","fishmongers-company-plate-tyrone-cup-lid-rim-date-letter-1747","hallmarks/fishmongers-company-plate-tyrone-cup-lid-rim-date-letter-1747-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler 2 liner_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler 2 liner Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-2-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-2-liner-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler 2 rim liner_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler 2 rim liner Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-2-rim-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-2-rim-liner-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler 2_Robert Garrard_hallmark 1824-25.jpg","Fishmongers' Company plate","Wine cooler 2 Robert Garrard","hallmark","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-2-robert-garrard-hallmark-1824","hallmarks/fishmongers-company-plate-wine-cooler-2-robert-garrard-hallmark-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler 3 liner_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler 3 liner Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-3-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-3-liner-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler 3 rim liner_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler 3 rim liner Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-3-rim-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-3-rim-liner-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler 3_Robert Garrard_hallmark 1824-25.jpg","Fishmongers' Company plate","Wine cooler 3 Robert Garrard","hallmark","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-3-robert-garrard-hallmark-1824","hallmarks/fishmongers-company-plate-wine-cooler-3-robert-garrard-hallmark-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler liner_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler liner Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-liner-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler liner_Robert Garrard_date letter 1824-25_dimensions.jpg","Fishmongers' Company plate","Wine cooler liner Robert Garrard","date letter","1824-25","1824","dimensions","1","fishmongers-company-plate-wine-cooler-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-liner-robert-garrard-date-letter-1824-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler liner_Robert Garrard_duty mark 1824-25.jpg","Fishmongers' Company plate","Wine cooler liner Robert Garrard","duty mark","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-liner-robert-garrard-duty-mark-1824","hallmarks/fishmongers-company-plate-wine-cooler-liner-robert-garrard-duty-mark-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler rim liner_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler rim liner Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-rim-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-rim-liner-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler rim liner_Robert Garrard_date letter 1824-25_dimensions.jpg","Fishmongers' Company plate","Wine cooler rim liner Robert Garrard","date letter","1824-25","1824","dimensions","1","fishmongers-company-plate-wine-cooler-rim-liner-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-rim-liner-robert-garrard-date-letter-1824-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler rim liner_Robert Garrard_duty mark 1824-25.jpg","Fishmongers' Company plate","Wine cooler rim liner Robert Garrard","duty mark","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-rim-liner-robert-garrard-duty-mark-1824","hallmarks/fishmongers-company-plate-wine-cooler-rim-liner-robert-garrard-duty-mark-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler_Robert Garrard_date letter 1824-25.jpg","Fishmongers' Company plate","Wine cooler Robert Garrard","date letter","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-robert-garrard-date-letter-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler_Robert Garrard_date letter 1824-25_dimensions.jpg","Fishmongers' Company plate","Wine cooler Robert Garrard","date letter","1824-25","1824","dimensions","1","fishmongers-company-plate-wine-cooler-robert-garrard-date-letter-1824","hallmarks/fishmongers-company-plate-wine-cooler-robert-garrard-date-letter-1824-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Fishmongers' Company plate/Wine cooler_Robert Garrard_duty mark 1824-25.jpg","Fishmongers' Company plate","Wine cooler Robert Garrard","duty mark","1824-25","1824","primary","0","fishmongers-company-plate-wine-cooler-robert-garrard-duty-mark-1824","hallmarks/fishmongers-company-plate-wine-cooler-robert-garrard-duty-mark-1824-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Beaufoy salver hallmark_1743-44.jpg","Haberdashers' Company plate marks","Beaufoy salver","hallmark","1743-44","1743","primary","0","haberdashers-company-plate-marks-beaufoy-salver-hallmark-1743","hallmarks/haberdashers-company-plate-marks-beaufoy-salver-hallmark-1743-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Beaufoy salver_date letter 1743-44.jpg","Haberdashers' Company plate marks","Beaufoy salver","date letter","1743-44","1743","primary","0","haberdashers-company-plate-marks-beaufoy-salver-date-letter-1743","hallmarks/haberdashers-company-plate-marks-beaufoy-salver-date-letter-1743-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Beaufoy salver_standard mark_1743-44.jpg","Haberdashers' Company plate marks","Beaufoy salver","standard mark","1743-44","1743","primary","0","haberdashers-company-plate-marks-beaufoy-salver-standard-mark-1743","hallmarks/haberdashers-company-plate-marks-beaufoy-salver-standard-mark-1743-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_date letter and duty mark_1865-66 dimension (1).jpg","Haberdashers' Company plate marks","Candelabrum epergne","date letter and duty mark","1865-66","1865","dimensions","1","haberdashers-company-plate-marks-candelabrum-epergne-date-letter-and-duty-mark-1865","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-date-letter-and-duty-mark-1865-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_date letter and duty mark_1865-66 dimension.jpg","Haberdashers' Company plate marks","Candelabrum epergne","date letter and duty mark","1865-66","1865","dimensions","2","haberdashers-company-plate-marks-candelabrum-epergne-date-letter-and-duty-mark-1865","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-date-letter-and-duty-mark-1865-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_date letter and duty mark_1865-66.jpg","Haberdashers' Company plate marks","Candelabrum epergne","date letter and duty mark","1865-66","1865","primary","0","haberdashers-company-plate-marks-candelabrum-epergne-date-letter-and-duty-mark-1865","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-date-letter-and-duty-mark-1865-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_hallmark_1865-66.jpg","Haberdashers' Company plate marks","Candelabrum epergne","hallmark","1865-66","1865","primary","0","haberdashers-company-plate-marks-candelabrum-epergne-hallmark-1865","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-hallmark-1865-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_hallmark_1865-66_dimensions.jpg","Haberdashers' Company plate marks","Candelabrum epergne","hallmark","1865-66","1865","dimensions","1","haberdashers-company-plate-marks-candelabrum-epergne-hallmark-1865","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-hallmark-1865-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_standard mark_1838-39.jpg","Haberdashers' Company plate marks","Candelabrum epergne","standard mark","1838-39","1838","primary","0","haberdashers-company-plate-marks-candelabrum-epergne-standard-mark-1838","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-standard-mark-1838-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Candelabrum epergne_standard mark_1865-66_dimensions.jpg","Haberdashers' Company plate marks","Candelabrum epergne","standard mark","1865-66","1865","dimensions","0","haberdashers-company-plate-marks-candelabrum-epergne-standard-mark-1865","hallmarks/haberdashers-company-plate-marks-candelabrum-epergne-standard-mark-1865-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Communion cup_Hoxton_date letter 1719-20.jpg","Haberdashers' Company plate marks","Communion cup Hoxton","date letter","1719-20","1719","primary","0","haberdashers-company-plate-marks-communion-cup-hoxton-date-letter-1719","hallmarks/haberdashers-company-plate-marks-communion-cup-hoxton-date-letter-1719-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Communion cup_Hoxton_hallmark 1719-20.jpg","Haberdashers' Company plate marks","Communion cup Hoxton","hallmark","1719-20","1719","primary","0","haberdashers-company-plate-marks-communion-cup-hoxton-hallmark-1719","hallmarks/haberdashers-company-plate-marks-communion-cup-hoxton-hallmark-1719-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Eagleton cup_date letter 1649-50.jpg","Haberdashers' Company plate marks","Eagleton cup","date letter","1649-50","1649","primary","0","haberdashers-company-plate-marks-eagleton-cup-date-letter-1649","hallmarks/haberdashers-company-plate-marks-eagleton-cup-date-letter-1649-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Flagon_Arnold Gift, hallmark 1670-71.jpg","Haberdashers' Company plate marks","Flagon Arnold Gift,","hallmark","1670-71","1670","primary","0","haberdashers-company-plate-marks-flagon-arnold-gift-hallmark-1670","hallmarks/haberdashers-company-plate-marks-flagon-arnold-gift-hallmark-1670-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Flagon_Arnold Gift, standard mark 1670-71.jpg","Haberdashers' Company plate marks","Flagon Arnold Gift,","standard mark","1670-71","1670","primary","0","haberdashers-company-plate-marks-flagon-arnold-gift-standard-mark-1670","hallmarks/haberdashers-company-plate-marks-flagon-arnold-gift-standard-mark-1670-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Flagon_Hoxton_date letter 1758-59.jpg","Haberdashers' Company plate marks","Flagon Hoxton","date letter","1758-59","1758","primary","0","haberdashers-company-plate-marks-flagon-hoxton-date-letter-1758","hallmarks/haberdashers-company-plate-marks-flagon-hoxton-date-letter-1758-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Flagon_Hoxton_hallmark 1758-59.jpg","Haberdashers' Company plate marks","Flagon Hoxton","hallmark","1758-59","1758","primary","0","haberdashers-company-plate-marks-flagon-hoxton-hallmark-1758","hallmarks/haberdashers-company-plate-marks-flagon-hoxton-hallmark-1758-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Flagon_Hoxton_standard mark 1758-59.jpg","Haberdashers' Company plate marks","Flagon Hoxton","standard mark","1758-59","1758","primary","0","haberdashers-company-plate-marks-flagon-hoxton-standard-mark-1758","hallmarks/haberdashers-company-plate-marks-flagon-hoxton-standard-mark-1758-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Haberdashers Co., White cup, date letter 1634-35, dimensions.jpg","Haberdashers' Company plate marks","Haberdashers Co., White cup,","date letter","1634-35","1634","dimensions","0","haberdashers-company-plate-marks-haberdashers-co-white-cup-date-letter-1634","hallmarks/haberdashers-company-plate-marks-haberdashers-co-white-cup-date-letter-1634-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_date letter_base_1595-96.jpg","Haberdashers' Company plate marks","Hamersley salt","date letter","1595-96","1595","primary","0","haberdashers-company-plate-marks-hamersley-salt-date-letter-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-date-letter-1595-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_date letter_base_1595-96_dimensions.jpg","Haberdashers' Company plate marks","Hamersley salt","date letter","1595-96","1595","dimensions","2","haberdashers-company-plate-marks-hamersley-salt-date-letter-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-date-letter-1595-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_date letter_pan_1595-96.jpg","Haberdashers' Company plate marks","Hamersley salt","date letter","1595-96","1595","primary","1","haberdashers-company-plate-marks-hamersley-salt-date-letter-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-date-letter-1595-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_date letter_pan_1595-96_dimensions.jpg","Haberdashers' Company plate marks","Hamersley salt","date letter","1595-96","1595","dimensions","3","haberdashers-company-plate-marks-hamersley-salt-date-letter-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-date-letter-1595-3"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_hallmark_base_1595-96.jpg","Haberdashers' Company plate marks","Hamersley salt","hallmark","1595-96","1595","primary","0","haberdashers-company-plate-marks-hamersley-salt-hallmark-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-hallmark-1595-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_hallmark_base_1595-96_dimensions.jpg","Haberdashers' Company plate marks","Hamersley salt","hallmark","1595-96","1595","dimensions","2","haberdashers-company-plate-marks-hamersley-salt-hallmark-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-hallmark-1595-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_hallmark_pan_1595-96.jpg","Haberdashers' Company plate marks","Hamersley salt","hallmark","1595-96","1595","primary","1","haberdashers-company-plate-marks-hamersley-salt-hallmark-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-hallmark-1595-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_sterling mark_base_1595-96.jpg","Haberdashers' Company plate marks","Hamersley salt","sterling mark","1595-96","1595","primary","0","haberdashers-company-plate-marks-hamersley-salt-sterling-mark-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-sterling-mark-1595-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_sterling mark_base_1595-96_dimensions.jpg","Haberdashers' Company plate marks","Hamersley salt","sterling mark","1595-96","1595","dimensions","2","haberdashers-company-plate-marks-hamersley-salt-sterling-mark-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-sterling-mark-1595-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Hamersley salt_sterling mark_pan_1595-96.jpg","Haberdashers' Company plate marks","Hamersley salt","sterling mark","1595-96","1595","primary","1","haberdashers-company-plate-marks-hamersley-salt-sterling-mark-1595","hallmarks/haberdashers-company-plate-marks-hamersley-salt-sterling-mark-1595-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Harris salver date letter 1764-65.jpg","Haberdashers' Company plate marks","Harris salver","date letter","1764-65","1764","primary","0","haberdashers-company-plate-marks-harris-salver-date-letter-1764","hallmarks/haberdashers-company-plate-marks-harris-salver-date-letter-1764-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Harris salver date letter 1764-65_dimensions.jpg","Haberdashers' Company plate marks","Harris salver","date letter","1764-65","1764","dimensions","1","haberdashers-company-plate-marks-harris-salver-date-letter-1764","hallmarks/haberdashers-company-plate-marks-harris-salver-date-letter-1764-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Ivatt cup date letter 1629-30.jpg","Haberdashers' Company plate marks","Ivatt cup","date letter","1629-30","1629","primary","0","haberdashers-company-plate-marks-ivatt-cup-date-letter-1629","hallmarks/haberdashers-company-plate-marks-ivatt-cup-date-letter-1629-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Haberdashers' Company plate marks/Ivatt cup date letter 1629-30_dimensions.jpg","Haberdashers' Company plate marks","Ivatt cup","date letter","1629-30","1629","dimensions","1","haberdashers-company-plate-marks-ivatt-cup-date-letter-1629","hallmarks/haberdashers-company-plate-marks-ivatt-cup-date-letter-1629-1"
